10:42:57.191 [main] INFO  com.southintel.zaokin.App - Starting App on LAPTOP-CFDIA80N with PID 2184 (D:\work\zjh_workspace\gateway\southintel-zaokin-app\target\classes started by lyf in D:\work\zjh_workspace\gateway)
11:33:57.288 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$8f2f2cfa] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:33:57.923 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 7007 (http)
11:33:58.012 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7007"]
11:33:58.023 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:33:58.023 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
11:33:58.032 [main] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [D:\Java\jdk1.8.0_201\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Windows\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;D:\Java\jdk1.8.0_201\bin;D:\Java\jdk1.8.0_201\jre\bin;D:\work\apache-maven-3.6.0\bin;D:\ruanjian\Git\cmd;C:\Program Files\MongoDB\Server\3.4\bin;D:\Python36;D:\Python27;D:\Python36\Scripts;D:\Python27\Scripts;D:\Python37\Scripts\;D:\Python37\;C:\Users\lyf\AppData\Local\Microsoft\WindowsApps;;D:\ruanjian\PyCharm 2019.1.2\bin;;.]
11:33:58.332 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:33:58.333 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2723 ms
11:33:59.413 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
11:34:00.497 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7007"]
11:34:00.528 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 7007 (http) with context path ''
11:34:00.532 [main] INFO  com.southintel.zaokin.App - Started App in 6.38 seconds (JVM running for 7.665)
11:34:18.831 [http-nio-7007-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:34:18.832 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11:34:18.839 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms
11:34:18.866 [http-nio-7007-exec-1] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}
11:34:27.813 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12708/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}
11:36:08.156 [http-nio-7007-exec-2] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}
11:36:12.309 [http-nio-7007-exec-2] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12708/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}
11:37:18.905 [Thread-16] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
11:37:22.554 [main] INFO  com.southintel.zaokin.App - Starting App on LAPTOP-CFDIA80N with PID 15744 (D:\work\zjh_workspace\gateway\southintel-zaokin-app\target\classes started by lyf in D:\work\zjh_workspace\gateway)
11:37:22.558 [main] INFO  com.southintel.zaokin.App - The following profiles are active: test
11:37:23.621 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:37:23.622 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
11:37:23.660 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 27ms. Found 0 repository interfaces.
11:37:23.677 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:37:23.678 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
11:37:23.697 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7ms. Found 0 repository interfaces.
11:37:23.704 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:37:23.705 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
11:37:23.721 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 8ms. Found 0 repository interfaces.
11:37:24.218 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$ec0361d9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:37:24.778 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 7007 (http)
11:37:24.796 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7007"]
11:37:24.807 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:37:24.808 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
11:37:24.927 [main] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [D:\Java\jdk1.8.0_201\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Windows\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;D:\Java\jdk1.8.0_201\bin;D:\Java\jdk1.8.0_201\jre\bin;D:\work\apache-maven-3.6.0\bin;D:\ruanjian\Git\cmd;C:\Program Files\MongoDB\Server\3.4\bin;D:\Python36;D:\Python27;D:\Python36\Scripts;D:\Python27\Scripts;D:\Python37\Scripts\;D:\Python37\;C:\Users\lyf\AppData\Local\Microsoft\WindowsApps;;D:\ruanjian\PyCharm 2019.1.2\bin;;.]
11:37:25.205 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:37:25.205 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2515 ms
11:37:26.192 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
11:37:27.173 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7007"]
11:37:27.201 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 7007 (http) with context path ''
11:37:27.205 [main] INFO  com.southintel.zaokin.App - Started App in 5.446 seconds (JVM running for 6.553)
11:37:36.754 [http-nio-7007-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:37:36.754 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11:37:36.764 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 10 ms
11:37:36.792 [http-nio-7007-exec-1] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}
11:37:41.717 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}
11:39:22.719 [Thread-14] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
11:39:29.578 [main] INFO  com.southintel.zaokin.App - Starting App on LAPTOP-CFDIA80N with PID 8096 (D:\work\zjh_workspace\gateway\southintel-zaokin-app\target\classes started by lyf in D:\work\zjh_workspace\gateway)
11:39:29.583 [main] INFO  com.southintel.zaokin.App - The following profiles are active: test
11:39:30.762 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:39:30.763 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
11:39:30.802 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 28ms. Found 0 repository interfaces.
11:39:30.820 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:39:30.822 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
11:39:30.843 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 9ms. Found 0 repository interfaces.
11:39:30.851 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:39:30.851 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
11:39:30.877 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17ms. Found 0 repository interfaces.
11:39:31.475 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$111ba7e3] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:39:32.141 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 7007 (http)
11:39:32.233 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7007"]
11:39:32.245 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:39:32.246 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
11:39:32.256 [main] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [D:\Java\jdk1.8.0_201\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Windows\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;D:\Java\jdk1.8.0_201\bin;D:\Java\jdk1.8.0_201\jre\bin;D:\work\apache-maven-3.6.0\bin;D:\ruanjian\Git\cmd;C:\Program Files\MongoDB\Server\3.4\bin;D:\Python36;D:\Python27;D:\Python36\Scripts;D:\Python27\Scripts;D:\Python37\Scripts\;D:\Python37\;C:\Users\lyf\AppData\Local\Microsoft\WindowsApps;;D:\ruanjian\PyCharm 2019.1.2\bin;;.]
11:39:32.564 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:39:32.564 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2821 ms
11:39:33.722 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
11:39:34.845 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7007"]
11:39:34.875 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 7007 (http) with context path ''
11:39:34.879 [main] INFO  com.southintel.zaokin.App - Started App in 6.554 seconds (JVM running for 8.462)
11:39:44.293 [http-nio-7007-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:39:44.293 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11:39:44.302 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 8 ms
11:39:44.329 [http-nio-7007-exec-1] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}
11:39:49.522 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}
11:40:31.572 [http-nio-7007-exec-2] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}
